galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
89000000,89000136,-1,89000000,63000000000520,63000000000520,89000000,89000001,-1,0,63,0.0,101.38536,3543,5.7687225,23.88071,21.506426,25953,0,2,2,-114.35216,259.08762,40.665077,1338,101.38536,0.16336972,163.36981,205.11714,1.5864649,7.2389145,0.28108582,5.880358,1.6742808,0.001263038,0.049030293,0.14171775,0.001814898,0.1544664,0.0371115,2.8507364,0.0,43.886177,0.017449059,0.10450007,-21.274874,-21.93464,-22.57067,-23.163023,-24.754805,-17.164684,-17.97967,-18.667366,-19.232382,-20.616686,-20.78835,-21.555819,-22.264816,-22.93458,-24.681728,8.215912,569
89000001,89000136,89000000,89000001,62000000000517,62000000000517,89000000,89000002,-1,0,62,0.019932542,101.12717,3543,5.7931633,23.830873,21.496782,25953,0,2,2,-118.7298,252.29887,42.13856,1309,101.12717,0.16240953,163.64326,206.68953,1.4458038,7.207667,0.28108582,5.93691,1.740514,0.00126247,0.044693746,0.14075394,0.001814898,0.15703888,0.038131226,4.7734494,0.0,43.9102,0.011518533,0.10504309,-21.443287,-22.03955,-22.649876,-23.230078,-24.806803,-17.189255,-18.002783,-18.689362,-19.253326,-20.636147,-20.535963,-21.31141,-22.051634,-22.77505,-24.653044,7.9875393,333
89000002,89000136,89000001,89000002,61000000000560,61000000000560,89000000,89000003,-1,0,61,0.041403063,100.69684,3543,5.816786,23.769524,21.491667,25953,0,2,2,-120.78627,242.75497,42.474354,1298,100.69684,0.16127805,163.86653,203.32605,1.4052321,7.1528754,0.28108582,6.376468,1.7475535,0.0012618119,0.04328637,0.13907553,0.001814898,0.1561302,0.037803583,5.7921104,0.0,43.946556,0.009907495,0.104616605,-21.513378,-22.086658,-22.687098,-23.262396,-24.832537,-17.215462,-18.027306,-18.712608,-19.2754,-20.656637,-20.409718,-21.186903,-21.941795,-22.692287,-24.640854,7.771823,257
89000003,89000136,89000002,89000003,60000000000544,60000000000544,89000000,89000004,-1,0,60,0.064493395,100.868965,3540,5.8440294,23.724289,21.478548,25925,0,2,2,-122.065834,233.66591,42.42076,1282,100.868965,0.16038167,164.4642,211.47943,1.4505374,7.0835004,0.28108582,6.4561167,1.7250211,0.0012611276,0.04383982,0.13696589,0.001814898,0.15511511,0.036723495,5.72557,0.0,43.959694,0.010286937,0.10367533,-21.516273,-22.093739,-22.695156,-23.269918,-24.838324,-17.243303,-18.053259,-18.737125,-19.298613,-20.678154,-20.461462,-21.233019,-21.982937,-22.726587,-24.657663,7.558671,12
89000004,89000136,89000003,89000004,59000000000568,59000000000568,89000000,89000005,-1,0,59,0.08928783,101.29929,3541,5.8717785,23.670622,21.470234,25932,0,2,2,-122.279564,225.42165,42.865627,1264,101.29929,0.15952623,165.25597,213.11514,1.4785571,7.0121903,0.28108582,6.593149,1.7084479,0.0012603976,0.043934375,0.13483714,0.001814898,0.15430345,0.03581627,5.6599493,0.0,43.977547,0.010544594,0.10261774,-21.521805,-22.103682,-22.706026,-23.28022,-24.846884,-17.272848,-18.080687,-18.76294,-19.32298,-20.700617,-20.492817,-21.264435,-22.011349,-22.74959,-24.668913,7.3346868,770
89000005,89000136,89000004,89000005,58000000000538,58000000000538,89000000,89000006,-1,0,58,0.11588337,101.643555,3541,5.9046745,23.612137,21.461617,25932,0,2,2,-123.5613,211.39317,43.405132,1235,101.643555,0.15852153,166.06027,208.12389,1.4855896,6.9391217,0.28108582,6.7296376,1.7007848,0.001259618,0.04359326,0.13268875,0.001814898,0.15359856,0.03516495,5.6417217,0.0,43.99676,0.010592382,0.101592205,-21.533848,-22.118681,-22.72115,-23.294508,-24.859318,-17.304174,-18.10964,-18.790081,-19.348488,-20.723993,-20.53151,-21.295387,-22.038763,-22.774437,-24.687616,7.10004,854
89000006,89000136,89000005,89000006,57000000000554,57000000000554,89000000,89000007,-1,0,57,0.14438343,101.98782,3541,5.9386797,23.55636,21.443827,25932,0,2,2,-124.990685,204.24136,43.77377,1249,101.98782,0.15740561,166.92986,206.15773,1.4720128,6.8638644,0.28108582,6.880222,1.7021039,0.0012587861,0.04293009,0.13049811,0.001814898,0.15288775,0.034768526,5.780133,0.0,44.017235,0.010332899,0.10051027,-21.558096,-22.14199,-22.74289,-23.314816,-24.87684,-17.33749,-18.140276,-18.81866,-19.375254,-20.748178,-20.508423,-21.280792,-22.026403,-22.763752,-24.687298,6.8555427,288
89000007,89000136,89000006,89000007,56000000000530,56000000000530,89000000,89000008,-1,0,56,0.17489761,101.21323,3541,5.971167,23.496529,21.43426,25932,0,2,2,-126.63358,197.29202,45.466763,1231,101.21323,0.15559949,167.25708,214.10042,1.4590077,6.7844405,0.28108582,6.8392015,1.7087429,0.0012579126,0.042377885,0.12819712,0.001814898,0.15183869,0.034490615,6.3153462,0.0,44.02846,0.009699934,0.09986458,-21.600277,-22.176271,-22.772886,-23.342134,-24.89946,-17.372795,-18.172602,-18.848696,-19.40328,-20.773388,-20.447414,-21.22335,-21.97277,-22.716879,-24.664417,6.603645,678
89000008,89000136,89000007,89000008,55000000000544,55000000000544,89000000,89000009,-1,0,55,0.20754863,100.524704,3541,6.0114856,23.447254,21.412998,25932,0,2,2,-127.01465,185.57971,45.97691,1201,100.524704,0.15371996,167.70316,209.95703,1.4875137,6.6953163,0.28108582,6.795479,1.7011999,0.0012570093,0.04259784,0.12563808,0.001814898,0.15014552,0.0338322,6.6436677,0.0,44.039665,0.009567535,0.098919146,-21.626986,-22.201445,-22.7964,-23.363474,-24.91642,-17.411083,-18.20773,-18.881487,-19.434109,-20.801893,-20.564285,-21.326548,-22.06518,-22.796425,-24.714005,6.35012,319
89000009,89000136,89000008,89000009,54000000000486,54000000000486,89000000,89000010,-1,0,54,0.24246909,100.868965,3352,6.0498476,23.385082,21.399765,25054,0,2,2,-128.55847,180.3896,46.072674,1218,100.868965,0.15223753,168.806,212.27234,1.5301961,6.5993094,0.28108582,6.9266276,1.6872805,0.001256065,0.04301668,0.12292862,0.001814898,0.14817446,0.033040922,6.0718107,0.0,44.060654,0.010361052,0.09737595,-21.625309,-22.211441,-22.80826,-23.373276,-24.924278,-17.453163,-18.246675,-18.91819,-19.469004,-20.835178,-20.659733,-21.420984,-22.148514,-22.859583,-24.730095,6.092671,31
